Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-001542835-protein1060.fasta	GCF_001542835	NZ_CP008873.1	1130824	1131799	1060		
GCF-000359505-protein7386.fasta	GCF_000359505	NC_020912.1	1268643	1268955	7386	putative addiction module antidote protein	http://purl.uniprot.org/uniparc/UPI0002C66886
GCF-002968755-protein782.fasta	GCF_002968755	NZ_CP027169.1	876682	877942	782	Transcription termination factor Rho	http://purl.uniprot.org/uniprot/Q9HTV1
GCF-002753655-protein5018.fasta	GCF_002753655	NZ_CP024477.1	5516751	5518959	5018	S8 family peptidase	http://purl.uniprot.org/uniparc/UPI00093FC844
GCF-001792835-protein11385.fasta	GCF_001792835	NZ_CP015001.1	5406709	5407036	11385	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00078C0AEA
GCF-900069025-protein8423.fasta	GCF_900069025	NZ_LN870292.1	2244239	2245922	8423	Precorrin-3B C(17)-methyltransferase	http://purl.uniprot.org/uniprot/A0A425AC71
GCF-002075065-protein44.fasta	GCF_002075065	NZ_CP014866.1	56549	56786	44	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B99573
GCF-003028335-protein5637.fasta	GCF_003028335	NZ_CP028162.1	6108205	6108688	5637	S-adenosylmethionine decarboxylase proenzyme	http://purl.uniprot.org/uniprot/B7V1I5
GCF-001516325-protein3142.fasta	GCF_001516325	NZ_CP008860.2	3499630	3499948	3142	IS3 family transposase	http://purl.uniprot.org/uniparc/UPI0007097170
GCF-001516265-protein2343.fasta	GCF_001516265	NZ_CP008857.1	2569030	2569306	2343	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0009A2DA1D
GCF-003433235-protein247.fasta	GCF_003433235	NZ_CP029605.1	270226	270508	247	Host nuclease inhibitor protein	http://purl.uniprot.org/uniprot/A0A3E1MTH8
GCF-003060845-protein4155.fasta	GCF_003060845	NZ_CP028917.1	4566418	4568152	4155	type II/IV secretion system protein	http://purl.uniprot.org/uniparc/UPI0004650E04
GCF-002997005-protein3606.fasta	GCF_002997005	NZ_CP027538.1	3892821	3893484	3606	TIGR02646 family protein	http://purl.uniprot.org/uniparc/UPI0009A44088
GCF-002968695-protein12219.fasta	GCF_002968695	NZ_CP027174.1	6124673	6125645	12219	Amino acid ABC transporter substrate-binding protein	http://purl.uniprot.org/uniprot/A0A1F0IWF0
GCF-900095805-protein5971.fasta	GCF_900095805	NZ_LT608330.1	312166	312403	5971	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A172WN83
GCF-002411865-protein5487.fasta	GCF_002411865	NZ_CP031449.1	5943132	5944224	5487	tRNA/tmRNA (uracil-C(5))-methyltransferase	http://purl.uniprot.org/uniprot/B7V1D2
GCF-002411865-protein4428.fasta	GCF_002411865	NZ_CP031449.1	4798178	4799120	4428	SDR family oxidoreductase	http://purl.uniprot.org/uniparc/UPI000BDBD265
GCF-001632245-protein8216.fasta	GCF_001632245	NZ_CP015377.1	2103371	2105780	8216	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2V3HEP1
GCF-002205375-protein8566.fasta	GCF_002205375	NZ_CP022002.1	2196108	2196333	8566	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2V2TRD8
GCF-001516265-protein4982.fasta	GCF_001516265	NZ_CP008857.1	5441644	5442763	4982	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0008FB081F
GCF-002237405-protein6804.fasta	GCF_002237405	NZ_CP022526.1	892528	893776	6804		
GCF-900095805-protein9996.fasta	GCF_900095805	NZ_LT608330.1	4757344	4757950	9996	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A424ZVR5
GCF-001792835-protein11465.fasta	GCF_001792835	NZ_CP015001.1	5478097	5478472	11465		
GCF-001618925-protein1766.fasta	GCF_001618925	NZ_CP015117.1	1886193	1888917	1766	Toprim domain-containing protein	http://purl.uniprot.org/uniprot/A0A4U9LZH4
GCF-002812825-protein6563.fasta	GCF_002812825	NZ_CP025049.1	588102	588321	6563	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00071B0EAB
GCF-001516245-protein8582.fasta	GCF_001516245	NZ_CP008856.2	2433226	2434129	8582		
GCF-000226155-protein8330.fasta	GCF_000226155	NC_017548.1	2428309	2429392	8330	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053D8892
GCF-003073735-protein10955.fasta	GCF_003073735	NZ_CP029088.1	5302593	5304315	10955	Group II intron reverse transcriptase/maturase	http://purl.uniprot.org/uniprot/A0A424WQD0
GCF-001548335-protein9408.fasta	GCF_001548335	NZ_AP017302.1	3694904	3695138	9408	DUF3203 family protein	http://purl.uniprot.org/uniparc/UPI00051396B9
GCF-001721745-protein2900.fasta	GCF_001721745	NZ_CP012585.1	3160634	3161318	2900	Sel1 repeat family protein	http://purl.uniprot.org/uniprot/A0A3E1MXT5
GCF-002208645-protein4351.fasta	GCF_002208645	NZ_CP022001.1	4747393	4747849	4351	acyl-CoA thioesterase	http://purl.uniprot.org/uniparc/UPI0003B9B36C
GCF-002968695-protein10977.fasta	GCF_002968695	NZ_CP027174.1	4706094	4707720	10977	methyl-accepting chemotaxis protein	http://purl.uniprot.org/uniparc/UPI0002B5BE0F
GCF-002287725-protein12188.fasta	GCF_002287725	NZ_CP023316.1	6446796	6448173	12188	integrase family protein	http://purl.uniprot.org/uniparc/UPI0007176996
GCF-001618925-protein5099.fasta	GCF_001618925	NZ_CP015117.1	5503810	5504896	5099	Phosphoserine aminotransferase	http://purl.uniprot.org/uniprot/Q02PX3
GCF-001721745-protein1114.fasta	GCF_001721745	NZ_CP012585.1	1207136	1208717	1114	Cyclic diguanylate phosphodiesterase	http://purl.uniprot.org/uniprot/A0A509JJZ9
GCF-003028335-protein4119.fasta	GCF_003028335	NZ_CP028162.1	4484024	4485029	4119	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase	http://purl.uniprot.org/uniprot/Q9I492
GCF-003073615-protein8569.fasta	GCF_003073615	NZ_CP029089.1	2513668	2515138	8569		
GCF-003073895-protein8690.fasta	GCF_003073895	NZ_CP029097.1	2134688	2136416	8690	Uncharacterized conserved protein	http://purl.uniprot.org/uniprot/A0A4U9M651
GCF-000508765-protein935.fasta	GCF_000508765	NC_023066.1	1002918	1004232	935	acidPPc domain-containing protein	http://purl.uniprot.org/uniprot/Q9HX16
GCF-001632245-protein11608.fasta	GCF_001632245	NZ_CP015377.1	5761878	5763618	11608	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003C3C068
GCF-003028335-protein4696.fasta	GCF_003028335	NZ_CP028162.1	5084279	5084699	4696	MAPEG family protein	http://purl.uniprot.org/uniprot/A0A2V2TG83
GCF-002968695-protein9581.fasta	GCF_002968695	NZ_CP027174.1	3211054	3214417	9581	diguanylate cyclase	http://purl.uniprot.org/uniparc/UPI00053EAD03
GCF-002237405-protein6845.fasta	GCF_002237405	NZ_CP022526.1	938049	939159	6845	Efflux RND transporter periplasmic adaptor subunit	http://purl.uniprot.org/uniprot/A0A2N5BPD4
GCF-003028335-protein3173.fasta	GCF_003028335	NZ_CP028162.1	3474094	3474349	3173		
GCF-003073695-protein2191.fasta	GCF_003073695	NZ_CP029093.1	2361358	2363743	2191	response regulator	http://purl.uniprot.org/uniparc/UPI00071BBD14
GCF-002075065-protein1613.fasta	GCF_002075065	NZ_CP014866.1	1749732	1751370	1613		
GCF-003206535-protein8613.fasta	GCF_003206535	NZ_CP029707.1	2618570	2619110	8613		
GCF-001293085-protein6918.fasta	GCF_001293085	NZ_CP012679.1	1241857	1242214	6918	head-tail adaptor protein	http://purl.uniprot.org/uniparc/UPI0003C5438D
GCF-001516345-protein10097.fasta	GCF_001516345	NZ_CP008861.1	4549104	4549989	10097	HTH lysR-type domain-containing protein	http://purl.uniprot.org/uniprot/V6AMS0
GCF-002208645-protein4604.fasta	GCF_002208645	NZ_CP022001.1	5037280	5038291	4604	inovirus Gp2 family protein	http://purl.uniprot.org/uniparc/UPI00048E9DE3
GCF-002411865-protein5454.fasta	GCF_002411865	NZ_CP031449.1	5906961	5907435	5454	XRE family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2N5BB79
GCF-002411865-protein2614.fasta	GCF_002411865	NZ_CP031449.1	2867528	2868254	2614	DUF3108 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2V2TCG9
GCF-003028335-protein3944.fasta	GCF_003028335	NZ_CP028162.1	4293080	4293770	3944	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A157WHU2
GCF-001542795-protein9474.fasta	GCF_001542795	NZ_CP008872.2	4109800	4110841	9474	Acetylpolyamine amidohydrolase	http://purl.uniprot.org/uniprot/A0A2V2TNW9
GCF-000829885-protein10679.fasta	GCF_000829885	NZ_CP010555.1	4803871	4804423	10679	helix-turn-helix domain-containing protein	http://purl.uniprot.org/uniparc/UPI000ABAC854
GCF-000496455-protein2439.fasta	GCF_000496455	NZ_CP013993.1	2567852	2568224	2439	Uncharacterized protein	http://purl.uniprot.org/uniprot/W1MKA4
GCF-000568855-protein8092.fasta	GCF_000568855	NZ_CP020659.1	2367785	2368664	8092	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4Y7UXJ2
GCF-003060845-protein3392.fasta	GCF_003060845	NZ_CP028917.1	3674337	3675150	3392	HTH luxR-type domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BKK2
GCF-002205335-protein8141.fasta	GCF_002205335	NZ_CP021999.1	1588933	1589731	8141	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00044B8039
GCF-001516345-protein8780.fasta	GCF_001516345	NZ_CP008861.1	3100536	3100743	8780	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000781DCB9
GCF-002968585-protein8783.fasta	GCF_002968585	NZ_CP027171.1	3214786	3215620	8783	Signal peptide protein	http://purl.uniprot.org/uniprot/A0A485EHK6
GCF-000496455-protein4950.fasta	GCF_000496455	NZ_CP013993.1	5248465	5248948	4950	Glutathione peroxidase	http://purl.uniprot.org/uniprot/A0A2V2TDW4
GCF-002968695-protein10211.fasta	GCF_002968695	NZ_CP027174.1	3863655	3864867	10211	type II secretion system protein	http://purl.uniprot.org/uniparc/UPI0003E770B2
GCF-900185255-protein10214.fasta	GCF_900185255	NZ_LT883143.1	4930417	4930633	10214	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053EF264
GCF-000473745-protein8305.fasta	GCF_000473745	NZ_CP008739.1	2766550	2767504	8305	Protein YdfG	http://purl.uniprot.org/uniprot/A0A157WPE1
GCF-002997005-protein2792.fasta	GCF_002997005	NZ_CP027538.1	2984496	2984733	2792	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A485H9Z3
GCF-003028335-protein1134.fasta	GCF_003028335	NZ_CP028162.1	1210156	1211110	1134	LysR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A157TZB3
GCF-003193645-protein1905.fasta	GCF_003193645	NZ_CP029660.1	2122743	2123955	1905	MFS transporter	http://purl.uniprot.org/uniparc/UPI00053E1B38
GCF-001750705-protein5061.fasta	GCF_001750705	NZ_CP017353.1	5336935	5338660	5061	AAA family ATPase	http://purl.uniprot.org/uniparc/UPI00038F9EB3
GCF-003060845-protein5773.fasta	GCF_003060845	NZ_CP028917.1	6273883	6274897	5773	Taurine ABC transporter substrate-binding protein	http://purl.uniprot.org/uniprot/A0A157TX09
GCF-003571505-protein12711.fasta	GCF_003571505	NZ_CP012901.1	6655073	6655985	12711	DUF4238 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2N1WVL2
GCF-000510305-protein11310.fasta	GCF_000510305	NC_023149.1	5783669	5784851	11310	Cyclic di-GMP phosphodiesterase PA4781	http://purl.uniprot.org/uniprot/Q9HV27
GCF-001874465-protein9911.fasta	GCF_001874465	NZ_CP017969.1	3727205	3732050	9911	RHS repeat protein	http://purl.uniprot.org/uniprot/A0A4U0G641
GCF-002946935-protein11275.fasta	GCF_002946935	NZ_CP026680.1	5539013	5539487	11275	Conjugal transfer protein TraD	http://purl.uniprot.org/uniprot/A0A409SZ10
GCF-900095805-protein8204.fasta	GCF_900095805	NZ_LT608330.1	2715612	2716923	8204	Putative nrbE-like protein	http://purl.uniprot.org/uniprot/A0A0H2ZBY8
GCF-900243355-protein6421.fasta	GCF_900243355	NZ_LT969520.1	6974314	6974650	6421	Transposase	http://purl.uniprot.org/uniprot/A0A2E3EMR0
GCF-003194245-protein9230.fasta	GCF_003194245	NZ_CP023255.1	3486375	3487350	9230	Dipeptide ABC transporter, permease protein	http://purl.uniprot.org/uniprot/A0A0H2ZFV0
GCF-000568855-protein10622.fasta	GCF_000568855	NZ_CP020659.1	4966771	4967746	10622	Probable membrane transporter protein	http://purl.uniprot.org/uniprot/A0A2V2TNN1
GCF-000017205-protein8323.fasta	GCF_000017205	NC_009656.1	2570019	2570976	8323	Lipoprotein	http://purl.uniprot.org/uniprot/A6V4D1
GCF-002968755-protein308.fasta	GCF_002968755	NZ_CP027169.1	359000	359864	308	Metal-binding domain of MaoC dehydratase family protein	http://purl.uniprot.org/uniprot/A0A2R3J1X9
GCF-002411865-protein6224.fasta	GCF_002411865	NZ_CP031449.1	6773470	6773920	6224	GNAT family N-acetyltransferase	http://purl.uniprot.org/uniprot/A0A2V2T8Q0
GCF-002753655-protein438.fasta	GCF_002753655	NZ_CP024477.1	482289	484215	438	ATP-dependent RNA helicase RhlE	http://purl.uniprot.org/uniprot/A0A1C7BGN3
GCF-003288355-protein9110.fasta	GCF_003288355	NZ_CP030328.1	3637005	3637530	9110	Phage major tail tube protein	http://purl.uniprot.org/uniprot/A0A0M5LD72
GCF-003073695-protein4689.fasta	GCF_003073695	NZ_CP029093.1	5081558	5082983	4689	Aldehyde dehydrogenase family protein	http://purl.uniprot.org/uniprot/A0A2R3J0A8
GCF-001874465-protein8095.fasta	GCF_001874465	NZ_CP017969.1	1712737	1713124	8095	Glycine cleavage system protein H	http://purl.uniprot.org/uniprot/A0A3E1N395
GCF-001792835-protein8928.fasta	GCF_001792835	NZ_CP015001.1	2694348	2695254	8928	Putative transcriptional regulator, LysR family	http://purl.uniprot.org/uniprot/A4G6Q1
GCF-002237405-protein7699.fasta	GCF_002237405	NZ_CP022526.1	1857736	1858165	7699	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9F043
GCF-000473745-protein10587.fasta	GCF_000473745	NZ_CP008739.1	5377658	5378768	10587	Mu-like prophage I protein	http://purl.uniprot.org/uniprot/A0A0G5LKJ6
GCF-001729505-protein8364.fasta	GCF_001729505	NZ_CP017149.1	2520652	2522500	8364	NADH-quinone oxidoreductase subunit L	http://purl.uniprot.org/uniprot/Q9I0J1
GCF-003193645-protein1101.fasta	GCF_003193645	NZ_CP029660.1	1178784	1180209	1101	modification methylase	http://purl.uniprot.org/uniparc/UPI000D7491EF
GCF-002812825-protein11543.fasta	GCF_002812825	NZ_CP025049.1	5999535	6000432	11543	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9DEBE
GCF-003571505-protein8271.fasta	GCF_003571505	NZ_CP012901.1	1894850	1896482	8271	Recombinase family protein	http://purl.uniprot.org/uniprot/A0A0Q3C2P7
GCF-003193645-protein5503.fasta	GCF_003193645	NZ_CP029660.1	5979749	5980760	5503	aldo/keto reductase	http://purl.uniprot.org/uniparc/UPI00053D365D
GCF-003073795-protein3853.fasta	GCF_003073795	NZ_CP029090.1	4129517	4130426	3853	Peptidase S74 domain-containing protein	http://purl.uniprot.org/uniprot/A0A241XSR6
GCF-003073615-protein11463.fasta	GCF_003073615	NZ_CP029089.1	5699439	5700378	11463	OpuAC domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BEH2
GCF-002205335-protein7876.fasta	GCF_002205335	NZ_CP021999.1	1292965	1294024	7876	Replication protein RepA	http://purl.uniprot.org/uniprot/A0A3Z8HF31
GCF-003288435-protein5215.fasta	GCF_003288435	NZ_CP030327.1	5657974	5658487	5215	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9B7ED
GCF-002208645-protein758.fasta	GCF_002208645	NZ_CP022001.1	814268	815981	758	DNA helicase	http://purl.uniprot.org/uniprot/A0A0A8RJK7
GCF-001547955-protein7757.fasta	GCF_001547955	NZ_AP014651.1	1600584	1601844	7757	Integrase	http://purl.uniprot.org/uniprot/A0A087F9P4
GCF-000816985-protein1806.fasta	GCF_000816985	NZ_CP007399.1	1984244	1984769	1806	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A3S4MMK4
GCF-000017205-protein11814.fasta	GCF_000017205	NC_009656.1	6467241	6468669	11814	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A485G927
GCF-001516365-protein1256.fasta	GCF_001516365	NZ_CP008862.2	1349591	1349927	1256	HNH endonuclease	http://purl.uniprot.org/uniparc/UPI0003B96504
GCF-003369775-protein596.fasta	GCF_003369775	NZ_CP030910.1	649215	649497	596	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9D9FF
GCF-000981825-protein5741.fasta	GCF_000981825	NZ_CP011317.1	6125747	6126362	5741	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4S2XTF7
GCF-002753655-protein588.fasta	GCF_002753655	NZ_CP024477.1	639166	639646	588	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00069062BD
GCF-002812825-protein11980.fasta	GCF_002812825	NZ_CP025049.1	6485392	6485734	11980		
GCF-001516225-protein1500.fasta	GCF_001516225	NZ_CP008864.2	1649105	1651352	1500	Thiamine biosynthesis protein ThiF	http://purl.uniprot.org/uniprot/A0A210XPB6
GCF-001547955-protein7887.fasta	GCF_001547955	NZ_AP014651.1	1727141	1728569	7887	Alginate biosynthetic protein AlgK	http://purl.uniprot.org/uniprot/A0A0H2ZEI3
GCF-003052005-protein9331.fasta	GCF_003052005	NZ_CP028584.2	3096956	3097868	9331	Protein YhjC	http://purl.uniprot.org/uniprot/A0A157WUJ6
GCF-001874465-protein12162.fasta	GCF_001874465	NZ_CP017969.1	6182912	6184502	12162	Phospholipase D family protein	http://purl.uniprot.org/uniprot/A0A3E1N226
GCF-002208645-protein4367.fasta	GCF_002208645	NZ_CP022001.1	4762789	4763557	4367	Glucose 1-dehydrogenase	http://purl.uniprot.org/uniprot/A0A4V5LWI1
GCF-002968695-protein12395.fasta	GCF_002968695	NZ_CP027174.1	6296178	6297015	12395	indole-3-glycerol phosphate synthase TrpC	http://purl.uniprot.org/uniparc/UPI0002B52C6E
GCF-001632245-protein11896.fasta	GCF_001632245	NZ_CP015377.1	6067163	6067397	11896	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0000F2EF51
GCF-001792855-protein2642.fasta	GCF_001792855	NZ_CP015002.1	2817908	2819210	2642	Terminase	http://purl.uniprot.org/uniprot/A6V3Y6
GCF-002192495-protein3395.fasta	GCF_002192495	NZ_CP021775.1	3674051	3674876	3395	Abi_C domain-containing protein	http://purl.uniprot.org/uniprot/A1Y2X5
GCF-900243355-protein6434.fasta	GCF_900243355	NZ_LT969520.1	6984051	6985146	6434	Cyanuric acid amidohydrolase	http://purl.uniprot.org/uniprot/A0A2K4Y2F4
GCF-000017205-protein8774.fasta	GCF_000017205	NC_009656.1	3138805	3140650	8774	Putative transposase	http://purl.uniprot.org/uniprot/A6V5R4
GCF-001516105-protein5770.fasta	GCF_001516105	NZ_CP008868.1	6310173	6311142	5770	DUF4880 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00053EC1A5
GCF-900095805-protein10498.fasta	GCF_900095805	NZ_LT608330.1	5317287	5318034	10498	Putative pili assembly chaperone	http://purl.uniprot.org/uniprot/A0A0H2ZH75
GCF-001516165-protein11416.fasta	GCF_001516165	NZ_CP008869.2	6003789	6004974	11416	ATP phosphoribosyltransferase regulatory subunit	http://purl.uniprot.org/uniprot/B7V202
GCF-900185255-protein7926.fasta	GCF_900185255	NZ_LT883143.1	2444003	2444315	7926	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1V2Y537
GCF-003571505-protein10507.fasta	GCF_003571505	NZ_CP012901.1	4351307	4352561	10507		
GCF-002411865-protein5457.fasta	GCF_002411865	NZ_CP031449.1	5908988	5909780	5457	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A086BSM9
GCF-000226155-protein7812.fasta	GCF_000226155	NC_017548.1	1899553	1900411	7812	Pirin-like protein	http://purl.uniprot.org/uniprot/A0A1C7CA69
GCF-003028335-protein6166.fasta	GCF_003028335	NZ_CP028162.1	6701525	6702557	6166	Magnesium transport protein CorA	http://purl.uniprot.org/uniprot/A0A157YZH6
GCF-001542795-protein9266.fasta	GCF_001542795	NZ_CP008872.2	3886802	3887483	9266	DUF2971 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0003B95F46
GCF-900243355-protein6440.fasta	GCF_900243355	NZ_LT969520.1	6991119	6992700	6440	Putative transposase	http://purl.uniprot.org/uniprot/A1WDQ5
GCF-003193645-protein3168.fasta	GCF_003193645	NZ_CP029660.1	3428460	3429165	3168	DUF1016 family protein	http://purl.uniprot.org/uniparc/UPI0009368E97
GCF-001516205-protein10926.fasta	GCF_001516205	NZ_CP008871.2	5117020	5117251	10926	DNA-binding protein	http://purl.uniprot.org/uniprot/A0A4Y6KZU0
GCF-001679685-protein1493.fasta	GCF_001679685	NZ_CP016214.1	1623214	1623673	1493		
GCF-002968695-protein7158.fasta	GCF_002968695	NZ_CP027174.1	533831	534494	7158	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	http://purl.uniprot.org/uniparc/UPI000CFAA17D
GCF-000017205-protein8768.fasta	GCF_000017205	NC_009656.1	3131704	3132067	8768	Uncharacterized protein	http://purl.uniprot.org/uniprot/A6V5Q8
GCF-002968955-protein9301.fasta	GCF_002968955	NZ_CP027166.1	3599374	3600076	9301		
GCF-002075065-protein4222.fasta	GCF_002075065	NZ_CP014866.1	4619033	4619711	4222		
GCF-003028335-protein1542.fasta	GCF_003028335	NZ_CP028162.1	1641461	1642631	1542	Mannuronan synthase	http://purl.uniprot.org/uniprot/Q9HY69
GCF-002968655-protein2091.fasta	GCF_002968655	NZ_CP027172.1	2297436	2297970	2091	Transposase	http://purl.uniprot.org/uniprot/A0A3E1MUQ0
GCF-003288435-protein5221.fasta	GCF_003288435	NZ_CP030327.1	5667444	5669082	5221	DUF4297 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0003B96BAD
GCF-002192475-protein6627.fasta	GCF_002192475	NZ_CP021774.1	342083	343151	6627	DNA cytosine methyltransferase	http://purl.uniprot.org/uniparc/UPI0003B98B7F
GCF-001516105-protein5775.fasta	GCF_001516105	NZ_CP008868.1	6316364	6317294	5775	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003BB203D
GCF-002192495-protein55.fasta	GCF_002192495	NZ_CP021775.1	71239	73006	55	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053CFCEC
GCF-003369775-protein2958.fasta	GCF_003369775	NZ_CP030910.1	3218595	3219375	2958	crotonase/enoyl-CoA hydratase family protein	http://purl.uniprot.org/uniparc/UPI00071B5E3C
GCF-001518975-protein4273.fasta	GCF_001518975	NZ_CP013989.1	4697887	4698190	4273	toxin RelE	http://purl.uniprot.org/uniparc/UPI0004527CFE
GCF-001632245-protein11620.fasta	GCF_001632245	NZ_CP015377.1	5775695	5776160	11620	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003D2D15B
GCF-002968695-protein11215.fasta	GCF_002968695	NZ_CP027174.1	4994968	4995430	11215	tRNA (cytidine(34)-2'-O)-methyltransferase	http://purl.uniprot.org/uniprot/A0A2X2DB37
GCF-001516165-protein11140.fasta	GCF_001516165	NZ_CP008869.2	5695062	5696373	11140	nucleotidyltransferase	http://purl.uniprot.org/uniparc/UPI0002CB563D
GCF-002968755-protein920.fasta	GCF_002968755	NZ_CP027169.1	1029512	1030106	920	HTH-type transcriptional regulator BetI	http://purl.uniprot.org/uniprot/A6VEI5
GCF-000829255-protein7254.fasta	GCF_000829255	NZ_AP014646.1	1323933	1324863	7254	Phage capsid protein	http://purl.uniprot.org/uniprot/A0A241XHZ1
GCF-003369735-protein638.fasta	GCF_003369735	NZ_CP030913.1	679117	679465	638	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2R3IW58
GCF-001516165-protein6783.fasta	GCF_001516165	NZ_CP008869.2	924056	924866	6783	Tail fiber protein	http://purl.uniprot.org/uniprot/A0A4U9RRI4
GCF-002411865-protein2601.fasta	GCF_002411865	NZ_CP031449.1	2857950	2858907	2601	Lipoprotein	http://purl.uniprot.org/uniprot/A0A3S4RNP7
GCF-003060845-protein2071.fasta	GCF_003060845	NZ_CP028917.1	2275404	2276886	2071	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0P7DBZ8
GCF-001516225-protein3716.fasta	GCF_001516225	NZ_CP008864.2	4086193	4087153	3716	pseudouridine synthase	http://purl.uniprot.org/uniparc/UPI00044BDAFB
GCF-001750705-protein5060.fasta	GCF_001750705	NZ_CP017353.1	5336437	5336785	5060	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0004F2D49C
GCF-000829885-protein7421.fasta	GCF_000829885	NZ_CP010555.1	1307259	1307514	7421	Putative membrane protein	http://purl.uniprot.org/uniprot/V6AEG5
GCF-003073615-protein8184.fasta	GCF_003073615	NZ_CP029089.1	2027361	2027724	8184	Proteobacterial sortase system OmpA family protein	http://purl.uniprot.org/uniprot/A0A485IXT7
GCF-000017205-protein7396.fasta	GCF_000017205	NC_009656.1	1611187	1612135	7396	Phosphofructokinase	http://purl.uniprot.org/uniprot/A0A157WIP7
GCF-003194245-protein9960.fasta	GCF_003194245	NZ_CP023255.1	4307451	4309143	9960	Phage_integrase domain-containing protein	http://purl.uniprot.org/uniprot/W1MUU0
GCF-001516345-protein7369.fasta	GCF_001516345	NZ_CP008861.1	1535614	1536133	7369	PasA protein	http://purl.uniprot.org/uniprot/W1MHF4
GCF-000271365-protein2486.fasta	GCF_000271365	NC_018080.1	2644362	2648034	2486	translocation/assembly module TamB	http://purl.uniprot.org/uniparc/UPI000267E773
GCF-001447845-protein5582.fasta	GCF_001447845	NZ_CP013245.1	6188011	6188350	5582	Ferredoxin	http://purl.uniprot.org/uniprot/A0A157WJ08
GCF-002968695-protein11786.fasta	GCF_002968695	NZ_CP027174.1	5633505	5633781	11786	YheV family putative metal-binding protein	http://purl.uniprot.org/uniparc/UPI0002B560B0
GCF-003073615-protein11560.fasta	GCF_003073615	NZ_CP029089.1	5814455	5816168	11560	Putative GTPase	http://purl.uniprot.org/uniprot/A0A140SFQ1
GCF-003288435-protein5225.fasta	GCF_003288435	NZ_CP030327.1	5670470	5670710	5225	type I toxin-antitoxin system SymE family toxin	http://purl.uniprot.org/uniparc/UPI0002C68A34
GCF-002968695-protein6729.fasta	GCF_002968695	NZ_CP027174.1	74128	75739	6729	Glutamate synthase	http://purl.uniprot.org/uniprot/A0A3S4MTR1
GCF-003433235-protein2278.fasta	GCF_003433235	NZ_CP029605.1	2426075	2427269	2278	DUF4236 domain-containing protein	http://purl.uniprot.org/uniprot/B3G2D0
GCF-000473745-protein7459.fasta	GCF_000473745	NZ_CP008739.1	1886979	1887777	7459	Putative integrase	http://purl.uniprot.org/uniprot/A0A0H2Z6S8
GCF-000414035-protein2527.fasta	GCF_000414035	NC_021577.1	2773511	2774426	2527	LysR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2TBB5
GCF-003073735-protein8551.fasta	GCF_003073735	NZ_CP029088.1	2651949	2652582	8551	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0G5UN65
GCF-001721745-protein5580.fasta	GCF_001721745	NZ_CP012585.1	6146678	6146984	5580	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000848103F
